"","det_num","fdr","tdr","alpha","method","delta","op"
"8384",333,0.864864864864865,0.978260869565217,0.15,"mdr",0.2,0.1
"8385",291,0.852233676975945,0.934782608695652,0.2,"mdr",0.2,0.1
"8386",248,0.830645161290323,0.91304347826087,0.25,"mdr",0.2,0.1
"8387",207,0.801932367149758,0.891304347826087,0.3,"mdr",0.2,0.1
"8388",140,0.742857142857143,0.782608695652174,0.4,"mdr",0.2,0.1
"8389",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8390",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8391",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8392",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8393",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8394",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8395",29,0.0689655172413793,0.58695652173913,0.1,"sda",0.2,0.1
"8396",28,0.0714285714285714,0.565217391304348,0.15,"sda",0.2,0.1
"8397",35,0.0857142857142857,0.695652173913043,0.2,"sda",0.2,0.1
"8398",38,0.105263157894737,0.739130434782609,0.25,"sda",0.2,0.1
"8399",36,0.138888888888889,0.673913043478261,0.3,"sda",0.2,0.1
"8400",53,0.283018867924528,0.826086956521739,0.4,"sda",0.2,0.1
"8401",394,0.883248730964467,1,0.1,"mdr",0.2,0.1
"8402",356,0.870786516853933,1,0.15,"mdr",0.2,0.1
"8403",320,0.859375,0.978260869565217,0.2,"mdr",0.2,0.1
"8404",285,0.842105263157895,0.978260869565217,0.25,"mdr",0.2,0.1
"8405",251,0.820717131474104,0.978260869565217,0.3,"mdr",0.2,0.1
"8406",187,0.770053475935829,0.934782608695652,0.4,"mdr",0.2,0.1
"8407",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8408",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8409",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8410",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8411",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8412",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8413",32,0.15625,0.58695652173913,0.1,"sda",0.2,0.1
"8414",39,0.230769230769231,0.652173913043478,0.15,"sda",0.2,0.1
"8415",41,0.24390243902439,0.673913043478261,0.2,"sda",0.2,0.1
"8416",46,0.260869565217391,0.739130434782609,0.25,"sda",0.2,0.1
"8417",45,0.266666666666667,0.717391304347826,0.3,"sda",0.2,0.1
"8418",45,0.266666666666667,0.717391304347826,0.4,"sda",0.2,0.1
"8419",129,0.705426356589147,0.826086956521739,0.1,"mdr",0.2,0.1
"8420",89,0.617977528089888,0.739130434782609,0.15,"mdr",0.2,0.1
"8421",65,0.507692307692308,0.695652173913043,0.2,"mdr",0.2,0.1
"8422",50,0.46,0.58695652173913,0.25,"mdr",0.2,0.1
"8423",39,0.358974358974359,0.543478260869565,0.3,"mdr",0.2,0.1
"8424",25,0.24,0.41304347826087,0.4,"mdr",0.2,0.1
"8425",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8426",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8427",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8428",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8429",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8430",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8431",33,0.0909090909090909,0.652173913043478,0.1,"sda",0.2,0.1
"8432",34,0.117647058823529,0.652173913043478,0.15,"sda",0.2,0.1
"8433",41,0.195121951219512,0.717391304347826,0.2,"sda",0.2,0.1
"8434",39,0.128205128205128,0.739130434782609,0.25,"sda",0.2,0.1
"8435",49,0.244897959183673,0.804347826086957,0.3,"sda",0.2,0.1
"8436",56,0.339285714285714,0.804347826086957,0.4,"sda",0.2,0.1
"8437",126,0.69047619047619,0.847826086956522,0.1,"mdr",0.2,0.1
"8438",87,0.64367816091954,0.673913043478261,0.15,"mdr",0.2,0.1
"8439",61,0.540983606557377,0.608695652173913,0.2,"mdr",0.2,0.1
"8440",45,0.444444444444444,0.543478260869565,0.25,"mdr",0.2,0.1
"8441",35,0.371428571428571,0.478260869565217,0.3,"mdr",0.2,0.1
"8442",24,0.291666666666667,0.369565217391304,0.4,"mdr",0.2,0.1
"8443",0,0,0,0.1,"leb",0.2,0.1
"8444",0,0,0,0.15,"leb",0.2,0.1
"8445",0,0,0,0.2,"leb",0.2,0.1
"8446",0,0,0,0.25,"leb",0.2,0.1
"8447",0,0,0,0.3,"leb",0.2,0.1
"8448",0,0,0,0.4,"leb",0.2,0.1
"8449",32,0.125,0.608695652173913,0.1,"sda",0.2,0.1
"8450",31,0.0967741935483871,0.608695652173913,0.15,"sda",0.2,0.1
"8451",33,0.151515151515152,0.608695652173913,0.2,"sda",0.2,0.1
"8452",38,0.184210526315789,0.673913043478261,0.25,"sda",0.2,0.1
"8453",38,0.184210526315789,0.673913043478261,0.3,"sda",0.2,0.1
"8454",60,0.366666666666667,0.826086956521739,0.4,"sda",0.2,0.1
"8455",302,0.860927152317881,0.91304347826087,0.1,"mdr",0.2,0.1
"8456",229,0.838427947598253,0.804347826086957,0.15,"mdr",0.2,0.1
"8457",170,0.794117647058823,0.760869565217391,0.2,"mdr",0.2,0.1
"8458",124,0.758064516129032,0.652173913043478,0.25,"mdr",0.2,0.1
"8459",93,0.731182795698925,0.543478260869565,0.3,"mdr",0.2,0.1
"8460",54,0.555555555555556,0.521739130434783,0.4,"mdr",0.2,0.1
"8461",0,0,0,0.1,"leb",0.2,0.1
"8462",0,0,0,0.15,"leb",0.2,0.1
"8463",0,0,0,0.2,"leb",0.2,0.1
"8464",0,0,0,0.25,"leb",0.2,0.1
"8465",0,0,0,0.3,"leb",0.2,0.1
"8466",0,0,0,0.4,"leb",0.2,0.1
"8467",30,0.166666666666667,0.543478260869565,0.1,"sda",0.2,0.1
"8468",32,0.15625,0.58695652173913,0.15,"sda",0.2,0.1
"8469",41,0.292682926829268,0.630434782608696,0.2,"sda",0.2,0.1
"8470",46,0.260869565217391,0.739130434782609,0.25,"sda",0.2,0.1
"8471",46,0.260869565217391,0.739130434782609,0.3,"sda",0.2,0.1
"8472",67,0.462686567164179,0.782608695652174,0.4,"sda",0.2,0.1
"8473",258,0.84108527131783,0.891304347826087,0.1,"mdr",0.2,0.1
"8474",190,0.8,0.826086956521739,0.15,"mdr",0.2,0.1
"8475",142,0.753521126760563,0.760869565217391,0.2,"mdr",0.2,0.1
"8476",108,0.694444444444444,0.717391304347826,0.25,"mdr",0.2,0.1
"8477",84,0.642857142857143,0.652173913043478,0.3,"mdr",0.2,0.1
"8478",50,0.5,0.543478260869565,0.4,"mdr",0.2,0.1
"8479",0,0,0,0.1,"leb",0.2,0.1
"8480",0,0,0,0.15,"leb",0.2,0.1
"8481",0,0,0,0.2,"leb",0.2,0.1
"8482",0,0,0,0.25,"leb",0.2,0.1
"8483",0,0,0,0.3,"leb",0.2,0.1
"8484",0,0,0,0.4,"leb",0.2,0.1
"8485",33,0.0303030303030303,0.695652173913043,0.1,"sda",0.2,0.1
"8486",37,0.108108108108108,0.717391304347826,0.15,"sda",0.2,0.1
"8487",45,0.177777777777778,0.804347826086957,0.2,"sda",0.2,0.1
"8488",48,0.229166666666667,0.804347826086957,0.25,"sda",0.2,0.1
"8489",50,0.26,0.804347826086957,0.3,"sda",0.2,0.1
"8490",61,0.377049180327869,0.826086956521739,0.4,"sda",0.2,0.1
"8491",58,0.431034482758621,0.717391304347826,0.1,"mdr",0.2,0.1
"8492",39,0.230769230769231,0.652173913043478,0.15,"mdr",0.2,0.1
"8493",30,0.1,0.58695652173913,0.2,"mdr",0.2,0.1
"8494",24,0.0416666666666667,0.5,0.25,"mdr",0.2,0.1
"8495",21,0,0.456521739130435,0.3,"mdr",0.2,0.1
"8496",15,0,0.326086956521739,0.4,"mdr",0.2,0.1
"8497",0,0,0,0.1,"leb",0.2,0.1
"8498",0,0,0,0.15,"leb",0.2,0.1
"8499",0,0,0,0.2,"leb",0.2,0.1
"8500",0,0,0,0.25,"leb",0.2,0.1
"8501",0,0,0,0.3,"leb",0.2,0.1
"8502",0,0,0,0.4,"leb",0.2,0.1
"8503",30,0.0333333333333333,0.630434782608696,0.1,"sda",0.2,0.1
"8504",37,0.0540540540540541,0.760869565217391,0.15,"sda",0.2,0.1
"8505",39,0.102564102564103,0.760869565217391,0.2,"sda",0.2,0.1
"8506",44,0.159090909090909,0.804347826086957,0.25,"sda",0.2,0.1
"8507",41,0.146341463414634,0.760869565217391,0.3,"sda",0.2,0.1
"8508",46,0.195652173913043,0.804347826086957,0.4,"sda",0.2,0.1
"8509",324,0.867283950617284,0.934782608695652,0.1,"mdr",0.2,0.1
"8510",263,0.836501901140684,0.934782608695652,0.15,"mdr",0.2,0.1
"8511",212,0.80188679245283,0.91304347826087,0.2,"mdr",0.2,0.1
"8512",169,0.757396449704142,0.891304347826087,0.25,"mdr",0.2,0.1
"8513",133,0.706766917293233,0.847826086956522,0.3,"mdr",0.2,0.1
"8514",79,0.569620253164557,0.739130434782609,0.4,"mdr",0.2,0.1
"8515",0,0,0,0.1,"leb",0.2,0.1
"8516",0,0,0,0.15,"leb",0.2,0.1
"8517",0,0,0,0.2,"leb",0.2,0.1
"8518",0,0,0,0.25,"leb",0.2,0.1
"8519",0,0,0,0.3,"leb",0.2,0.1
"8520",0,0,0,0.4,"leb",0.2,0.1
"8521",32,0.125,0.608695652173913,0.1,"sda",0.2,0.1
"8522",35,0.114285714285714,0.673913043478261,0.15,"sda",0.2,0.1
"8523",35,0.114285714285714,0.673913043478261,0.2,"sda",0.2,0.1
"8524",36,0.138888888888889,0.673913043478261,0.25,"sda",0.2,0.1
"8525",40,0.175,0.717391304347826,0.3,"sda",0.2,0.1
"8526",41,0.121951219512195,0.782608695652174,0.4,"sda",0.2,0.1
"8527",124,0.669354838709677,0.891304347826087,0.1,"mdr",0.2,0.1
"8528",86,0.581395348837209,0.782608695652174,0.15,"mdr",0.2,0.1
"8529",67,0.477611940298507,0.760869565217391,0.2,"mdr",0.2,0.1
"8530",52,0.461538461538462,0.608695652173913,0.25,"mdr",0.2,0.1
"8531",39,0.384615384615385,0.521739130434783,0.3,"mdr",0.2,0.1
"8532",22,0.181818181818182,0.391304347826087,0.4,"mdr",0.2,0.1
"8533",0,0,0,0.1,"leb",0.2,0.1
"8534",0,0,0,0.15,"leb",0.2,0.1
"8535",0,0,0,0.2,"leb",0.2,0.1
"8536",0,0,0,0.25,"leb",0.2,0.1
"8537",0,0,0,0.3,"leb",0.2,0.1
"8538",0,0,0,0.4,"leb",0.2,0.1
"8539",26,0,0.565217391304348,0.1,"sda",0.2,0.1
"8540",35,0.0857142857142857,0.695652173913043,0.15,"sda",0.2,0.1
"8541",38,0.131578947368421,0.717391304347826,0.2,"sda",0.2,0.1
"8542",40,0.1,0.782608695652174,0.25,"sda",0.2,0.1
"8543",45,0.177777777777778,0.804347826086957,0.3,"sda",0.2,0.1
"8544",47,0.234042553191489,0.782608695652174,0.4,"sda",0.2,0.1
"8545",72,0.555555555555556,0.695652173913043,0.1,"mdr",0.2,0.1
"8546",51,0.450980392156863,0.608695652173913,0.15,"mdr",0.2,0.1
"8547",38,0.342105263157895,0.543478260869565,0.2,"mdr",0.2,0.1
"8548",28,0.285714285714286,0.434782608695652,0.25,"mdr",0.2,0.1
"8549",22,0.181818181818182,0.391304347826087,0.3,"mdr",0.2,0.1
"8550",15,0.0666666666666667,0.304347826086957,0.4,"mdr",0.2,0.1
"8551",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8552",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8553",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8554",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8555",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8556",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8557",34,0.147058823529412,0.630434782608696,0.1,"sda",0.2,0.1
"8558",39,0.153846153846154,0.717391304347826,0.15,"sda",0.2,0.1
"8559",43,0.209302325581395,0.739130434782609,0.2,"sda",0.2,0.1
"8560",41,0.170731707317073,0.739130434782609,0.25,"sda",0.2,0.1
"8561",48,0.291666666666667,0.739130434782609,0.3,"sda",0.2,0.1
"8562",49,0.285714285714286,0.760869565217391,0.4,"sda",0.2,0.1
"8563",333,0.864864864864865,0.978260869565217,0.1,"mdr",0.2,0.1
"8564",279,0.842293906810036,0.956521739130435,0.15,"mdr",0.2,0.1
"8565",234,0.816239316239316,0.934782608695652,0.2,"mdr",0.2,0.1
"8566",193,0.782383419689119,0.91304347826087,0.25,"mdr",0.2,0.1
"8567",158,0.734177215189873,0.91304347826087,0.3,"mdr",0.2,0.1
"8568",102,0.617647058823529,0.847826086956522,0.4,"mdr",0.2,0.1
"8569",2,0,0.0434782608695652,0.1,"leb",0.2,0.1
"8570",2,0,0.0434782608695652,0.15,"leb",0.2,0.1
"8571",2,0,0.0434782608695652,0.2,"leb",0.2,0.1
"8572",2,0,0.0434782608695652,0.25,"leb",0.2,0.1
"8573",2,0,0.0434782608695652,0.3,"leb",0.2,0.1
"8574",2,0,0.0434782608695652,0.4,"leb",0.2,0.1
"8575",38,0.289473684210526,0.58695652173913,0.1,"sda",0.2,0.1
"8576",38,0.289473684210526,0.58695652173913,0.15,"sda",0.2,0.1
"8577",43,0.325581395348837,0.630434782608696,0.2,"sda",0.2,0.1
"8578",50,0.42,0.630434782608696,0.25,"sda",0.2,0.1
"8579",53,0.433962264150943,0.652173913043478,0.3,"sda",0.2,0.1
"8580",56,0.410714285714286,0.717391304347826,0.4,"sda",0.2,0.1
"8581",250,0.832,0.91304347826087,0.1,"mdr",0.2,0.1
"8582",192,0.786458333333333,0.891304347826087,0.15,"mdr",0.2,0.1
"8583",150,0.733333333333333,0.869565217391304,0.2,"mdr",0.2,0.1
"8584",115,0.68695652173913,0.782608695652174,0.25,"mdr",0.2,0.1
"8585",87,0.586206896551724,0.782608695652174,0.3,"mdr",0.2,0.1
"8586",51,0.431372549019608,0.630434782608696,0.4,"mdr",0.2,0.1
"8587",0,0,0,0.1,"leb",0.2,0.1
"8588",0,0,0,0.15,"leb",0.2,0.1
"8589",0,0,0,0.2,"leb",0.2,0.1
"8590",0,0,0,0.25,"leb",0.2,0.1
"8591",0,0,0,0.3,"leb",0.2,0.1
"8592",0,0,0,0.4,"leb",0.2,0.1
"8593",33,0.0909090909090909,0.652173913043478,0.1,"sda",0.2,0.1
"8594",35,0.114285714285714,0.673913043478261,0.15,"sda",0.2,0.1
"8595",37,0.162162162162162,0.673913043478261,0.2,"sda",0.2,0.1
"8596",50,0.36,0.695652173913043,0.25,"sda",0.2,0.1
"8597",59,0.423728813559322,0.739130434782609,0.3,"sda",0.2,0.1
"8598",57,0.385964912280702,0.760869565217391,0.4,"sda",0.2,0.1
"8599",146,0.73972602739726,0.826086956521739,0.1,"mdr",0.2,0.1
"8600",93,0.655913978494624,0.695652173913043,0.15,"mdr",0.2,0.1
"8601",64,0.5625,0.608695652173913,0.2,"mdr",0.2,0.1
"8602",47,0.531914893617021,0.478260869565217,0.25,"mdr",0.2,0.1
"8603",36,0.472222222222222,0.41304347826087,0.3,"mdr",0.2,0.1
"8604",21,0.285714285714286,0.326086956521739,0.4,"mdr",0.2,0.1
"8605",0,0,0,0.1,"leb",0.2,0.1
"8606",0,0,0,0.15,"leb",0.2,0.1
"8607",0,0,0,0.2,"leb",0.2,0.1
"8608",0,0,0,0.25,"leb",0.2,0.1
"8609",0,0,0,0.3,"leb",0.2,0.1
"8610",0,0,0,0.4,"leb",0.2,0.1
"8611",25,0.12,0.478260869565217,0.1,"sda",0.2,0.1
"8612",33,0.151515151515152,0.608695652173913,0.15,"sda",0.2,0.1
"8613",42,0.166666666666667,0.760869565217391,0.2,"sda",0.2,0.1
"8614",44,0.204545454545455,0.760869565217391,0.25,"sda",0.2,0.1
"8615",52,0.326923076923077,0.760869565217391,0.3,"sda",0.2,0.1
"8616",57,0.385964912280702,0.760869565217391,0.4,"sda",0.2,0.1
"8617",133,0.706766917293233,0.847826086956522,0.1,"mdr",0.2,0.1
"8618",89,0.606741573033708,0.760869565217391,0.15,"mdr",0.2,0.1
"8619",66,0.53030303030303,0.673913043478261,0.2,"mdr",0.2,0.1
"8620",49,0.469387755102041,0.565217391304348,0.25,"mdr",0.2,0.1
"8621",37,0.351351351351351,0.521739130434783,0.3,"mdr",0.2,0.1
"8622",22,0.136363636363636,0.41304347826087,0.4,"mdr",0.2,0.1
"8623",0,0,0,0.1,"leb",0.2,0.1
"8624",0,0,0,0.15,"leb",0.2,0.1
"8625",0,0,0,0.2,"leb",0.2,0.1
"8626",0,0,0,0.25,"leb",0.2,0.1
"8627",0,0,0,0.3,"leb",0.2,0.1
"8628",0,0,0,0.4,"leb",0.2,0.1
"8629",41,0.121951219512195,0.782608695652174,0.1,"sda",0.2,0.1
"8630",46,0.195652173913043,0.804347826086957,0.15,"sda",0.2,0.1
"8631",47,0.212765957446809,0.804347826086957,0.2,"sda",0.2,0.1
"8632",43,0.162790697674419,0.782608695652174,0.25,"sda",0.2,0.1
"8633",55,0.327272727272727,0.804347826086957,0.3,"sda",0.2,0.1
"8634",47,0.212765957446809,0.804347826086957,0.4,"sda",0.2,0.1
"8635",202,0.777227722772277,0.978260869565217,0.1,"mdr",0.2,0.1
"8636",140,0.7,0.91304347826087,0.15,"mdr",0.2,0.1
"8637",101,0.603960396039604,0.869565217391304,0.2,"mdr",0.2,0.1
"8638",75,0.52,0.782608695652174,0.25,"mdr",0.2,0.1
"8639",59,0.457627118644068,0.695652173913043,0.3,"mdr",0.2,0.1
"8640",39,0.333333333333333,0.565217391304348,0.4,"mdr",0.2,0.1
"8641",0,0,0,0.1,"leb",0.2,0.1
"8642",0,0,0,0.15,"leb",0.2,0.1
"8643",0,0,0,0.2,"leb",0.2,0.1
"8644",0,0,0,0.25,"leb",0.2,0.1
"8645",0,0,0,0.3,"leb",0.2,0.1
"8646",0,0,0,0.4,"leb",0.2,0.1
"8647",36,0.0833333333333333,0.717391304347826,0.1,"sda",0.2,0.1
"8648",43,0.186046511627907,0.760869565217391,0.15,"sda",0.2,0.1
"8649",49,0.244897959183673,0.804347826086957,0.2,"sda",0.2,0.1
"8650",49,0.244897959183673,0.804347826086957,0.25,"sda",0.2,0.1
"8651",52,0.288461538461538,0.804347826086957,0.3,"sda",0.2,0.1
"8652",60,0.35,0.847826086956522,0.4,"sda",0.2,0.1
"8653",178,0.752808988764045,0.956521739130435,0.1,"mdr",0.2,0.1
"8654",127,0.677165354330709,0.891304347826087,0.15,"mdr",0.2,0.1
"8655",91,0.571428571428571,0.847826086956522,0.2,"mdr",0.2,0.1
"8656",67,0.462686567164179,0.782608695652174,0.25,"mdr",0.2,0.1
"8657",54,0.407407407407407,0.695652173913043,0.3,"mdr",0.2,0.1
"8658",40,0.3,0.608695652173913,0.4,"mdr",0.2,0.1
"8659",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8660",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8661",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8662",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8663",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8664",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8665",33,0.0909090909090909,0.652173913043478,0.1,"sda",0.2,0.1
"8666",40,0.1,0.782608695652174,0.15,"sda",0.2,0.1
"8667",46,0.195652173913043,0.804347826086957,0.2,"sda",0.2,0.1
"8668",46,0.152173913043478,0.847826086956522,0.25,"sda",0.2,0.1
"8669",52,0.211538461538462,0.891304347826087,0.3,"sda",0.2,0.1
"8670",60,0.3,0.91304347826087,0.4,"sda",0.2,0.1
"8671",264,0.833333333333333,0.956521739130435,0.1,"mdr",0.2,0.1
"8672",200,0.78,0.956521739130435,0.15,"mdr",0.2,0.1
"8673",152,0.736842105263158,0.869565217391304,0.2,"mdr",0.2,0.1
"8674",115,0.68695652173913,0.782608695652174,0.25,"mdr",0.2,0.1
"8675",86,0.581395348837209,0.782608695652174,0.3,"mdr",0.2,0.1
"8676",49,0.346938775510204,0.695652173913043,0.4,"mdr",0.2,0.1
"8677",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8678",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8679",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8680",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8681",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8682",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8683",34,0.117647058823529,0.652173913043478,0.1,"sda",0.2,0.1
"8684",35,0.142857142857143,0.652173913043478,0.15,"sda",0.2,0.1
"8685",40,0.225,0.673913043478261,0.2,"sda",0.2,0.1
"8686",39,0.230769230769231,0.652173913043478,0.25,"sda",0.2,0.1
"8687",41,0.24390243902439,0.673913043478261,0.3,"sda",0.2,0.1
"8688",42,0.261904761904762,0.673913043478261,0.4,"sda",0.2,0.1
"8689",219,0.821917808219178,0.847826086956522,0.1,"mdr",0.2,0.1
"8690",165,0.775757575757576,0.804347826086957,0.15,"mdr",0.2,0.1
"8691",129,0.736434108527132,0.739130434782609,0.2,"mdr",0.2,0.1
"8692",102,0.666666666666667,0.739130434782609,0.25,"mdr",0.2,0.1
"8693",82,0.634146341463415,0.652173913043478,0.3,"mdr",0.2,0.1
"8694",53,0.566037735849057,0.5,0.4,"mdr",0.2,0.1
"8695",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8696",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8697",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8698",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8699",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8700",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8701",37,0.135135135135135,0.695652173913043,0.1,"sda",0.2,0.1
"8702",40,0.175,0.717391304347826,0.15,"sda",0.2,0.1
"8703",41,0.195121951219512,0.717391304347826,0.2,"sda",0.2,0.1
"8704",50,0.32,0.739130434782609,0.25,"sda",0.2,0.1
"8705",44,0.227272727272727,0.739130434782609,0.3,"sda",0.2,0.1
"8706",57,0.368421052631579,0.782608695652174,0.4,"sda",0.2,0.1
"8707",353,0.872521246458923,0.978260869565217,0.1,"mdr",0.2,0.1
"8708",299,0.8561872909699,0.934782608695652,0.15,"mdr",0.2,0.1
"8709",249,0.827309236947791,0.934782608695652,0.2,"mdr",0.2,0.1
"8710",204,0.794117647058823,0.91304347826087,0.25,"mdr",0.2,0.1
"8711",164,0.75609756097561,0.869565217391304,0.3,"mdr",0.2,0.1
"8712",103,0.640776699029126,0.804347826086957,0.4,"mdr",0.2,0.1
"8713",0,0,0,0.1,"leb",0.2,0.1
"8714",0,0,0,0.15,"leb",0.2,0.1
"8715",0,0,0,0.2,"leb",0.2,0.1
"8716",0,0,0,0.25,"leb",0.2,0.1
"8717",0,0,0,0.3,"leb",0.2,0.1
"8718",0,0,0,0.4,"leb",0.2,0.1
"8719",30,0.0333333333333333,0.630434782608696,0.1,"sda",0.2,0.1
"8720",32,0.0625,0.652173913043478,0.15,"sda",0.2,0.1
"8721",39,0.102564102564103,0.760869565217391,0.2,"sda",0.2,0.1
"8722",38,0.131578947368421,0.717391304347826,0.25,"sda",0.2,0.1
"8723",44,0.227272727272727,0.739130434782609,0.3,"sda",0.2,0.1
"8724",45,0.244444444444444,0.739130434782609,0.4,"sda",0.2,0.1
"8725",87,0.528735632183908,0.891304347826087,0.1,"mdr",0.2,0.1
"8726",60,0.4,0.782608695652174,0.15,"mdr",0.2,0.1
"8727",41,0.195121951219512,0.717391304347826,0.2,"mdr",0.2,0.1
"8728",31,0.0967741935483871,0.608695652173913,0.25,"mdr",0.2,0.1
"8729",25,0.04,0.521739130434783,0.3,"mdr",0.2,0.1
"8730",18,0.0555555555555556,0.369565217391304,0.4,"mdr",0.2,0.1
"8731",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8732",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8733",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8734",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8735",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8736",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8737",32,0.125,0.608695652173913,0.1,"sda",0.2,0.1
"8738",33,0.151515151515152,0.608695652173913,0.15,"sda",0.2,0.1
"8739",33,0.212121212121212,0.565217391304348,0.2,"sda",0.2,0.1
"8740",34,0.176470588235294,0.608695652173913,0.25,"sda",0.2,0.1
"8741",47,0.276595744680851,0.739130434782609,0.3,"sda",0.2,0.1
"8742",52,0.403846153846154,0.673913043478261,0.4,"sda",0.2,0.1
"8743",285,0.845614035087719,0.956521739130435,0.1,"mdr",0.2,0.1
"8744",223,0.802690582959641,0.956521739130435,0.15,"mdr",0.2,0.1
"8745",172,0.755813953488372,0.91304347826087,0.2,"mdr",0.2,0.1
"8746",135,0.703703703703704,0.869565217391304,0.25,"mdr",0.2,0.1
"8747",107,0.635514018691589,0.847826086956522,0.3,"mdr",0.2,0.1
"8748",67,0.567164179104478,0.630434782608696,0.4,"mdr",0.2,0.1
"8749",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8750",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8751",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8752",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8753",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8754",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8755",31,0.0645161290322581,0.630434782608696,0.1,"sda",0.2,0.1
"8756",33,0.121212121212121,0.630434782608696,0.15,"sda",0.2,0.1
"8757",35,0.142857142857143,0.652173913043478,0.2,"sda",0.2,0.1
"8758",38,0.105263157894737,0.739130434782609,0.25,"sda",0.2,0.1
"8759",40,0.125,0.760869565217391,0.3,"sda",0.2,0.1
"8760",43,0.13953488372093,0.804347826086957,0.4,"sda",0.2,0.1
"8761",218,0.793577981651376,0.978260869565217,0.1,"mdr",0.2,0.1
"8762",165,0.733333333333333,0.956521739130435,0.15,"mdr",0.2,0.1
"8763",128,0.671875,0.91304347826087,0.2,"mdr",0.2,0.1
"8764",100,0.59,0.891304347826087,0.25,"mdr",0.2,0.1
"8765",79,0.493670886075949,0.869565217391304,0.3,"mdr",0.2,0.1
"8766",49,0.387755102040816,0.652173913043478,0.4,"mdr",0.2,0.1
"8767",1,0,0.0217391304347826,0.1,"leb",0.2,0.1
"8768",1,0,0.0217391304347826,0.15,"leb",0.2,0.1
"8769",1,0,0.0217391304347826,0.2,"leb",0.2,0.1
"8770",1,0,0.0217391304347826,0.25,"leb",0.2,0.1
"8771",1,0,0.0217391304347826,0.3,"leb",0.2,0.1
"8772",1,0,0.0217391304347826,0.4,"leb",0.2,0.1
"8773",38,0.210526315789474,0.652173913043478,0.1,"sda",0.2,0.1
"8774",35,0.142857142857143,0.652173913043478,0.15,"sda",0.2,0.1
"8775",42,0.166666666666667,0.760869565217391,0.2,"sda",0.2,0.1
"8776",48,0.25,0.782608695652174,0.25,"sda",0.2,0.1
"8777",50,0.28,0.782608695652174,0.3,"sda",0.2,0.1
"8778",64,0.421875,0.804347826086957,0.4,"sda",0.2,0.1
"8779",391,0.884910485933504,0.978260869565217,0.1,"mdr",0.2,0.1
"8780",351,0.874643874643875,0.956521739130435,0.15,"mdr",0.2,0.1
"8781",311,0.864951768488746,0.91304347826087,0.2,"mdr",0.2,0.1
