"","det_num","fdr","tdr","alpha","method","delta","op"
"1",0,0,0,0.1,"leb",0.1,0.1
"2",0,0,0,0.15,"leb",0.1,0.1
"3",0,0,0,0.2,"leb",0.1,0.1
"4",0,0,0,0.25,"leb",0.1,0.1
"5",0,0,0,0.3,"leb",0.1,0.1
"6",0,0,0,0.4,"leb",0.1,0.1
"7",1,0,0.0217391304347826,0.1,"sda",0.1,0.1
"8",1,0,0.0217391304347826,0.15,"sda",0.1,0.1
"9",1,0,0.0217391304347826,0.2,"sda",0.1,0.1
"10",5,0,0.108695652173913,0.25,"sda",0.1,0.1
"11",5,0,0.108695652173913,0.3,"sda",0.1,0.1
"12",5,0,0.108695652173913,0.4,"sda",0.1,0.1
"13",291,0.859106529209622,0.891304347826087,0.1,"mdr",0.1,0.1
"14",237,0.827004219409283,0.891304347826087,0.15,"mdr",0.1,0.1
"15",196,0.790816326530612,0.891304347826087,0.2,"mdr",0.1,0.1
"16",161,0.763975155279503,0.826086956521739,0.25,"mdr",0.1,0.1
"17",131,0.748091603053435,0.717391304347826,0.3,"mdr",0.1,0.1
"18",88,0.681818181818182,0.608695652173913,0.4,"mdr",0.1,0.1
"19",0,0,0,0.1,"leb",0.1,0.1
"20",0,0,0,0.15,"leb",0.1,0.1
"21",0,0,0,0.2,"leb",0.1,0.1
"22",0,0,0,0.25,"leb",0.1,0.1
"23",0,0,0,0.3,"leb",0.1,0.1
"24",0,0,0,0.4,"leb",0.1,0.1
"25",1,0,0.0217391304347826,0.1,"sda",0.1,0.1
"26",1,0,0.0217391304347826,0.15,"sda",0.1,0.1
"27",1,0,0.0217391304347826,0.2,"sda",0.1,0.1
"28",1,0,0.0217391304347826,0.25,"sda",0.1,0.1
"29",1,0,0.0217391304347826,0.3,"sda",0.1,0.1
"30",4,0.25,0.0652173913043478,0.4,"sda",0.1,0.1
"31",315,0.863492063492064,0.934782608695652,0.1,"mdr",0.1,0.1
"32",262,0.854961832061069,0.826086956521739,0.15,"mdr",0.1,0.1
"33",216,0.842592592592593,0.739130434782609,0.2,"mdr",0.1,0.1
"34",179,0.815642458100559,0.717391304347826,0.25,"mdr",0.1,0.1
"35",148,0.783783783783784,0.695652173913043,0.3,"mdr",0.1,0.1
"36",97,0.711340206185567,0.608695652173913,0.4,"mdr",0.1,0.1
"37",0,0,0,0.1,"leb",0.1,0.1
"38",0,0,0,0.15,"leb",0.1,0.1
"39",0,0,0,0.2,"leb",0.1,0.1
"40",0,0,0,0.25,"leb",0.1,0.1
"41",0,0,0,0.3,"leb",0.1,0.1
"42",0,0,0,0.4,"leb",0.1,0.1
"43",3,0.333333333333333,0.0434782608695652,0.1,"sda",0.1,0.1
"44",3,0.333333333333333,0.0434782608695652,0.15,"sda",0.1,0.1
"45",5,0.2,0.0869565217391304,0.2,"sda",0.1,0.1
"46",5,0.2,0.0869565217391304,0.25,"sda",0.1,0.1
"47",5,0.2,0.0869565217391304,0.3,"sda",0.1,0.1
"48",5,0,0.108695652173913,0.4,"sda",0.1,0.1
"49",254,0.862204724409449,0.760869565217391,0.1,"mdr",0.1,0.1
"50",188,0.824468085106383,0.717391304347826,0.15,"mdr",0.1,0.1
"51",138,0.789855072463768,0.630434782608696,0.2,"mdr",0.1,0.1
"52",104,0.769230769230769,0.521739130434783,0.25,"mdr",0.1,0.1
"53",79,0.734177215189873,0.456521739130435,0.3,"mdr",0.1,0.1
"54",45,0.733333333333333,0.260869565217391,0.4,"mdr",0.1,0.1
"55",0,0,0,0.1,"leb",0.1,0.1
"56",0,0,0,0.15,"leb",0.1,0.1
"57",0,0,0,0.2,"leb",0.1,0.1
"58",0,0,0,0.25,"leb",0.1,0.1
"59",0,0,0,0.3,"leb",0.1,0.1
"60",0,0,0,0.4,"leb",0.1,0.1
"61",7,0.142857142857143,0.130434782608696,0.1,"sda",0.1,0.1
"62",8,0.25,0.130434782608696,0.15,"sda",0.1,0.1
"63",11,0.272727272727273,0.173913043478261,0.2,"sda",0.1,0.1
"64",16,0.4375,0.195652173913043,0.25,"sda",0.1,0.1
"65",17,0.470588235294118,0.195652173913043,0.3,"sda",0.1,0.1
"66",17,0.411764705882353,0.217391304347826,0.4,"sda",0.1,0.1
"67",261,0.854406130268199,0.826086956521739,0.1,"mdr",0.1,0.1
"68",202,0.831683168316832,0.739130434782609,0.15,"mdr",0.1,0.1
"69",158,0.80379746835443,0.673913043478261,0.2,"mdr",0.1,0.1
"70",123,0.780487804878049,0.58695652173913,0.25,"mdr",0.1,0.1
"71",95,0.726315789473684,0.565217391304348,0.3,"mdr",0.1,0.1
"72",55,0.636363636363636,0.434782608695652,0.4,"mdr",0.1,0.1
"73",1,0,0.0217391304347826,0.1,"leb",0.1,0.1
"74",1,0,0.0217391304347826,0.15,"leb",0.1,0.1
"75",1,0,0.0217391304347826,0.2,"leb",0.1,0.1
"76",1,0,0.0217391304347826,0.25,"leb",0.1,0.1
"77",1,0,0.0217391304347826,0.3,"leb",0.1,0.1
"78",1,0,0.0217391304347826,0.4,"leb",0.1,0.1
"79",0,0,0,0.1,"sda",0.1,0.1
"80",0,0,0,0.15,"sda",0.1,0.1
"81",0,0,0,0.2,"sda",0.1,0.1
"82",3,0,0.0652173913043478,0.25,"sda",0.1,0.1
"83",3,0,0.0652173913043478,0.3,"sda",0.1,0.1
"84",3,0,0.0652173913043478,0.4,"sda",0.1,0.1
"85",210,0.819047619047619,0.826086956521739,0.1,"mdr",0.1,0.1
"86",158,0.79746835443038,0.695652173913043,0.15,"mdr",0.1,0.1
"87",119,0.781512605042017,0.565217391304348,0.2,"mdr",0.1,0.1
"88",90,0.766666666666667,0.456521739130435,0.25,"mdr",0.1,0.1
"89",69,0.753623188405797,0.369565217391304,0.3,"mdr",0.1,0.1
"90",43,0.604651162790698,0.369565217391304,0.4,"mdr",0.1,0.1
"91",0,0,0,0.1,"leb",0.1,0.1
"92",0,0,0,0.15,"leb",0.1,0.1
"93",0,0,0,0.2,"leb",0.1,0.1
"94",0,0,0,0.25,"leb",0.1,0.1
"95",0,0,0,0.3,"leb",0.1,0.1
"96",0,0,0,0.4,"leb",0.1,0.1
"97",1,0,0.0217391304347826,0.1,"sda",0.1,0.1
"98",1,0,0.0217391304347826,0.15,"sda",0.1,0.1
"99",1,0,0.0217391304347826,0.2,"sda",0.1,0.1
"100",1,0,0.0217391304347826,0.25,"sda",0.1,0.1
"101",1,0,0.0217391304347826,0.3,"sda",0.1,0.1
"102",0,0,0,0.4,"sda",0.1,0.1
"103",400,0.9,0.869565217391304,0.1,"mdr",0.1,0.1
"104",365,0.895890410958904,0.826086956521739,0.15,"mdr",0.1,0.1
"105",329,0.893617021276596,0.760869565217391,0.2,"mdr",0.1,0.1
"106",294,0.891156462585034,0.695652173913043,0.25,"mdr",0.1,0.1
"107",260,0.880769230769231,0.673913043478261,0.3,"mdr",0.1,0.1
"108",195,0.871794871794872,0.543478260869565,0.4,"mdr",0.1,0.1
"109",1,0,0.0217391304347826,0.1,"leb",0.1,0.1
"110",1,0,0.0217391304347826,0.15,"leb",0.1,0.1
"111",1,0,0.0217391304347826,0.2,"leb",0.1,0.1
"112",1,0,0.0217391304347826,0.25,"leb",0.1,0.1
"113",1,0,0.0217391304347826,0.3,"leb",0.1,0.1
"114",1,0,0.0217391304347826,0.4,"leb",0.1,0.1
"115",5,0.2,0.0869565217391304,0.1,"sda",0.1,0.1
"116",6,0.333333333333333,0.0869565217391304,0.15,"sda",0.1,0.1
"117",8,0.375,0.108695652173913,0.2,"sda",0.1,0.1
"118",8,0.375,0.108695652173913,0.25,"sda",0.1,0.1
"119",8,0.375,0.108695652173913,0.3,"sda",0.1,0.1
"120",9,0.333333333333333,0.130434782608696,0.4,"sda",0.1,0.1
"121",295,0.877966101694915,0.782608695652174,0.1,"mdr",0.1,0.1
"122",241,0.863070539419087,0.717391304347826,0.15,"mdr",0.1,0.1
"123",197,0.852791878172589,0.630434782608696,0.2,"mdr",0.1,0.1
"124",161,0.832298136645963,0.58695652173913,0.25,"mdr",0.1,0.1
"125",132,0.818181818181818,0.521739130434783,0.3,"mdr",0.1,0.1
"126",88,0.784090909090909,0.41304347826087,0.4,"mdr",0.1,0.1
"127",1,0,0.0217391304347826,0.1,"leb",0.1,0.1
"128",1,0,0.0217391304347826,0.15,"leb",0.1,0.1
"129",1,0,0.0217391304347826,0.2,"leb",0.1,0.1
"130",1,0,0.0217391304347826,0.25,"leb",0.1,0.1
"131",1,0,0.0217391304347826,0.3,"leb",0.1,0.1
"132",1,0,0.0217391304347826,0.4,"leb",0.1,0.1
"133",2,0,0.0434782608695652,0.1,"sda",0.1,0.1
"134",3,0,0.0652173913043478,0.15,"sda",0.1,0.1
"135",2,0,0.0434782608695652,0.2,"sda",0.1,0.1
"136",4,0,0.0869565217391304,0.25,"sda",0.1,0.1
"137",4,0,0.0869565217391304,0.3,"sda",0.1,0.1
"138",5,0,0.108695652173913,0.4,"sda",0.1,0.1
"139",275,0.858181818181818,0.847826086956522,0.1,"mdr",0.1,0.1
"140",221,0.832579185520362,0.804347826086957,0.15,"mdr",0.1,0.1
"141",178,0.814606741573034,0.717391304347826,0.2,"mdr",0.1,0.1
"142",143,0.783216783216783,0.673913043478261,0.25,"mdr",0.1,0.1
"143",114,0.771929824561403,0.565217391304348,0.3,"mdr",0.1,0.1
"144",70,0.742857142857143,0.391304347826087,0.4,"mdr",0.1,0.1
"145",0,0,0,0.1,"leb",0.1,0.1
"146",0,0,0,0.15,"leb",0.1,0.1
"147",0,0,0,0.2,"leb",0.1,0.1
"148",0,0,0,0.25,"leb",0.1,0.1
"149",0,0,0,0.3,"leb",0.1,0.1
"150",0,0,0,0.4,"leb",0.1,0.1
"151",14,0.142857142857143,0.260869565217391,0.1,"sda",0.1,0.1
"152",17,0.176470588235294,0.304347826086957,0.15,"sda",0.1,0.1
"153",21,0.19047619047619,0.369565217391304,0.2,"sda",0.1,0.1
"154",22,0.181818181818182,0.391304347826087,0.25,"sda",0.1,0.1
"155",22,0.181818181818182,0.391304347826087,0.3,"sda",0.1,0.1
"156",29,0.344827586206897,0.41304347826087,0.4,"sda",0.1,0.1
"157",222,0.833333333333333,0.804347826086957,0.1,"mdr",0.1,0.1
"158",166,0.789156626506024,0.760869565217391,0.15,"mdr",0.1,0.1
"159",129,0.744186046511628,0.717391304347826,0.2,"mdr",0.1,0.1
"160",99,0.707070707070707,0.630434782608696,0.25,"mdr",0.1,0.1
"161",76,0.671052631578947,0.543478260869565,0.3,"mdr",0.1,0.1
"162",48,0.6875,0.326086956521739,0.4,"mdr",0.1,0.1
"163",1,0,0.0217391304347826,0.1,"leb",0.1,0.1
"164",1,0,0.0217391304347826,0.15,"leb",0.1,0.1
"165",1,0,0.0217391304347826,0.2,"leb",0.1,0.1
"166",1,0,0.0217391304347826,0.25,"leb",0.1,0.1
"167",1,0,0.0217391304347826,0.3,"leb",0.1,0.1
"168",1,0,0.0217391304347826,0.4,"leb",0.1,0.1
"169",3,0.333333333333333,0.0434782608695652,0.1,"sda",0.1,0.1
"170",3,0.333333333333333,0.0434782608695652,0.15,"sda",0.1,0.1
"171",4,0.5,0.0434782608695652,0.2,"sda",0.1,0.1
"172",8,0.375,0.108695652173913,0.25,"sda",0.1,0.1
"173",2,0,0.0434782608695652,0.3,"sda",0.1,0.1
"174",5,0.6,0.0434782608695652,0.4,"sda",0.1,0.1
"175",381,0.889763779527559,0.91304347826087,0.1,"mdr",0.1,0.1
"176",338,0.884615384615385,0.847826086956522,0.15,"mdr",0.1,0.1
"177",295,0.871186440677966,0.826086956521739,0.2,"mdr",0.1,0.1
"178",254,0.866141732283465,0.739130434782609,0.25,"mdr",0.1,0.1
"179",214,0.85981308411215,0.652173913043478,0.3,"mdr",0.1,0.1
"180",144,0.819444444444444,0.565217391304348,0.4,"mdr",0.1,0.1
"181",1,0,0.0217391304347826,0.1,"leb",0.1,0.1
"182",1,0,0.0217391304347826,0.15,"leb",0.1,0.1
"183",1,0,0.0217391304347826,0.2,"leb",0.1,0.1
"184",1,0,0.0217391304347826,0.25,"leb",0.1,0.1
"185",1,0,0.0217391304347826,0.3,"leb",0.1,0.1
"186",1,0,0.0217391304347826,0.4,"leb",0.1,0.1
"187",0,0,0,0.1,"sda",0.1,0.1
"188",0,0,0,0.15,"sda",0.1,0.1
"189",0,0,0,0.2,"sda",0.1,0.1
"190",0,0,0,0.25,"sda",0.1,0.1
"191",0,0,0,0.3,"sda",0.1,0.1
"192",2,0,0.0434782608695652,0.4,"sda",0.1,0.1
"193",153,0.816993464052288,0.608695652173913,0.1,"mdr",0.1,0.1
"194",99,0.787878787878788,0.456521739130435,0.15,"mdr",0.1,0.1
"195",66,0.727272727272727,0.391304347826087,0.2,"mdr",0.1,0.1
"196",45,0.644444444444444,0.347826086956522,0.25,"mdr",0.1,0.1
"197",30,0.633333333333333,0.239130434782609,0.3,"mdr",0.1,0.1
"198",15,0.333333333333333,0.217391304347826,0.4,"mdr",0.1,0.1
"199",0,0,0,0.1,"leb",0.1,0.1
"200",0,0,0,0.15,"leb",0.1,0.1
"201",0,0,0,0.2,"leb",0.1,0.1
"202",0,0,0,0.25,"leb",0.1,0.1
"203",0,0,0,0.3,"leb",0.1,0.1
"204",0,0,0,0.4,"leb",0.1,0.1
"205",2,0,0.0434782608695652,0.1,"sda",0.1,0.1
"206",2,0,0.0434782608695652,0.15,"sda",0.1,0.1
"207",6,0,0.130434782608696,0.2,"sda",0.1,0.1
"208",6,0,0.130434782608696,0.25,"sda",0.1,0.1
"209",5,0,0.108695652173913,0.3,"sda",0.1,0.1
"210",8,0.25,0.130434782608696,0.4,"sda",0.1,0.1
"211",251,0.836653386454183,0.891304347826087,0.1,"mdr",0.1,0.1
"212",195,0.805128205128205,0.826086956521739,0.15,"mdr",0.1,0.1
"213",150,0.773333333333333,0.739130434782609,0.2,"mdr",0.1,0.1
"214",115,0.739130434782609,0.652173913043478,0.25,"mdr",0.1,0.1
"215",88,0.693181818181818,0.58695652173913,0.3,"mdr",0.1,0.1
"216",53,0.60377358490566,0.456521739130435,0.4,"mdr",0.1,0.1
"217",0,0,0,0.1,"leb",0.1,0.1
"218",0,0,0,0.15,"leb",0.1,0.1
"219",0,0,0,0.2,"leb",0.1,0.1
"220",0,0,0,0.25,"leb",0.1,0.1
"221",0,0,0,0.3,"leb",0.1,0.1
"222",0,0,0,0.4,"leb",0.1,0.1
"223",4,0.25,0.0652173913043478,0.1,"sda",0.1,0.1
"224",4,0.25,0.0652173913043478,0.15,"sda",0.1,0.1
"225",6,0.5,0.0652173913043478,0.2,"sda",0.1,0.1
"226",5,0.4,0.0652173913043478,0.25,"sda",0.1,0.1
"227",5,0.4,0.0652173913043478,0.3,"sda",0.1,0.1
"228",9,0.555555555555556,0.0869565217391304,0.4,"sda",0.1,0.1
"229",343,0.883381924198251,0.869565217391304,0.1,"mdr",0.1,0.1
"230",293,0.870307167235495,0.826086956521739,0.15,"mdr",0.1,0.1
"231",249,0.859437751004016,0.760869565217391,0.2,"mdr",0.1,0.1
"232",208,0.836538461538462,0.739130434782609,0.25,"mdr",0.1,0.1
"233",172,0.837209302325581,0.608695652173913,0.3,"mdr",0.1,0.1
"234",110,0.790909090909091,0.5,0.4,"mdr",0.1,0.1
"235",0,0,0,0.1,"leb",0.1,0.1
"236",0,0,0,0.15,"leb",0.1,0.1
"237",0,0,0,0.2,"leb",0.1,0.1
"238",0,0,0,0.25,"leb",0.1,0.1
"239",0,0,0,0.3,"leb",0.1,0.1
"240",0,0,0,0.4,"leb",0.1,0.1
"241",2,0,0.0434782608695652,0.1,"sda",0.1,0.1
"242",3,0,0.0652173913043478,0.15,"sda",0.1,0.1
"243",4,0.25,0.0652173913043478,0.2,"sda",0.1,0.1
"244",4,0.25,0.0652173913043478,0.25,"sda",0.1,0.1
"245",4,0.25,0.0652173913043478,0.3,"sda",0.1,0.1
"246",7,0.142857142857143,0.130434782608696,0.4,"sda",0.1,0.1
"247",74,0.810810810810811,0.304347826086957,0.1,"mdr",0.1,0.1
"248",44,0.772727272727273,0.217391304347826,0.15,"mdr",0.1,0.1
"249",32,0.6875,0.217391304347826,0.2,"mdr",0.1,0.1
"250",24,0.625,0.195652173913043,0.25,"mdr",0.1,0.1
"251",19,0.578947368421053,0.173913043478261,0.3,"mdr",0.1,0.1
"252",14,0.571428571428571,0.130434782608696,0.4,"mdr",0.1,0.1
"253",1,0,0.0217391304347826,0.1,"leb",0.1,0.1
"254",1,0,0.0217391304347826,0.15,"leb",0.1,0.1
"255",1,0,0.0217391304347826,0.2,"leb",0.1,0.1
"256",1,0,0.0217391304347826,0.25,"leb",0.1,0.1
"257",1,0,0.0217391304347826,0.3,"leb",0.1,0.1
"258",1,0,0.0217391304347826,0.4,"leb",0.1,0.1
"259",2,0,0.0434782608695652,0.1,"sda",0.1,0.1
"260",2,0,0.0434782608695652,0.15,"sda",0.1,0.1
"261",2,0,0.0434782608695652,0.2,"sda",0.1,0.1
"262",2,0,0.0434782608695652,0.25,"sda",0.1,0.1
"263",2,0,0.0434782608695652,0.3,"sda",0.1,0.1
"264",4,0.25,0.0652173913043478,0.4,"sda",0.1,0.1
"265",220,0.831818181818182,0.804347826086957,0.1,"mdr",0.1,0.1
"266",161,0.813664596273292,0.652173913043478,0.15,"mdr",0.1,0.1
"267",120,0.783333333333333,0.565217391304348,0.2,"mdr",0.1,0.1
"268",89,0.752808988764045,0.478260869565217,0.25,"mdr",0.1,0.1
"269",67,0.716417910447761,0.41304347826087,0.3,"mdr",0.1,0.1
"270",38,0.684210526315789,0.260869565217391,0.4,"mdr",0.1,0.1
"271",0,0,0,0.1,"leb",0.1,0.1
"272",0,0,0,0.15,"leb",0.1,0.1
"273",0,0,0,0.2,"leb",0.1,0.1
"274",0,0,0,0.25,"leb",0.1,0.1
"275",0,0,0,0.3,"leb",0.1,0.1
"276",0,0,0,0.4,"leb",0.1,0.1
"277",2,0.5,0.0217391304347826,0.1,"sda",0.1,0.1
"278",2,0.5,0.0217391304347826,0.15,"sda",0.1,0.1
"279",3,0.333333333333333,0.0434782608695652,0.2,"sda",0.1,0.1
"280",2,0.5,0.0217391304347826,0.25,"sda",0.1,0.1
"281",7,0.142857142857143,0.130434782608696,0.3,"sda",0.1,0.1
"282",9,0.111111111111111,0.173913043478261,0.4,"sda",0.1,0.1
"283",327,0.877675840978593,0.869565217391304,0.1,"mdr",0.1,0.1
"284",274,0.861313868613139,0.826086956521739,0.15,"mdr",0.1,0.1
"285",225,0.844444444444444,0.760869565217391,0.2,"mdr",0.1,0.1
"286",185,0.821621621621622,0.717391304347826,0.25,"mdr",0.1,0.1
"287",152,0.809210526315789,0.630434782608696,0.3,"mdr",0.1,0.1
"288",101,0.762376237623762,0.521739130434783,0.4,"mdr",0.1,0.1
"289",0,0,0,0.1,"leb",0.1,0.1
"290",0,0,0,0.15,"leb",0.1,0.1
"291",0,0,0,0.2,"leb",0.1,0.1
"292",0,0,0,0.25,"leb",0.1,0.1
"293",0,0,0,0.3,"leb",0.1,0.1
"294",0,0,0,0.4,"leb",0.1,0.1
"295",2,0,0.0434782608695652,0.1,"sda",0.1,0.1
"296",15,0.2,0.260869565217391,0.15,"sda",0.1,0.1
"297",17,0.176470588235294,0.304347826086957,0.2,"sda",0.1,0.1
"298",17,0.176470588235294,0.304347826086957,0.25,"sda",0.1,0.1
"299",25,0.32,0.369565217391304,0.3,"sda",0.1,0.1
"300",12,0.0833333333333333,0.239130434782609,0.4,"sda",0.1,0.1
"301",224,0.950892857142857,0.239130434782609,0.1,"mdr",0.1,0.1
"302",176,0.965909090909091,0.130434782608696,0.15,"mdr",0.1,0.1
"303",141,0.957446808510638,0.130434782608696,0.2,"mdr",0.1,0.1
"304",113,0.955752212389381,0.108695652173913,0.25,"mdr",0.1,0.1
"305",90,0.944444444444444,0.108695652173913,0.3,"mdr",0.1,0.1
"306",57,0.964912280701754,0.0434782608695652,0.4,"mdr",0.1,0.1
"307",0,0,0,0.1,"leb",0.1,0.1
"308",0,0,0,0.15,"leb",0.1,0.1
"309",0,0,0,0.2,"leb",0.1,0.1
"310",0,0,0,0.25,"leb",0.1,0.1
"311",0,0,0,0.3,"leb",0.1,0.1
"312",0,0,0,0.4,"leb",0.1,0.1
"313",2,0,0.0434782608695652,0.1,"sda",0.1,0.1
"314",7,0,0.152173913043478,0.15,"sda",0.1,0.1
"315",7,0,0.152173913043478,0.2,"sda",0.1,0.1
"316",9,0,0.195652173913043,0.25,"sda",0.1,0.1
"317",11,0.0909090909090909,0.217391304347826,0.3,"sda",0.1,0.1
"318",19,0.210526315789474,0.326086956521739,0.4,"sda",0.1,0.1
"319",397,0.899244332493703,0.869565217391304,0.1,"mdr",0.1,0.1
"320",361,0.903047091412742,0.760869565217391,0.15,"mdr",0.1,0.1
"321",324,0.898148148148148,0.717391304347826,0.2,"mdr",0.1,0.1
"322",289,0.889273356401384,0.695652173913043,0.25,"mdr",0.1,0.1
"323",254,0.881889763779528,0.652173913043478,0.3,"mdr",0.1,0.1
"324",187,0.871657754010695,0.521739130434783,0.4,"mdr",0.1,0.1
"325",0,0,0,0.1,"leb",0.1,0.1
"326",0,0,0,0.15,"leb",0.1,0.1
"327",0,0,0,0.2,"leb",0.1,0.1
"328",0,0,0,0.25,"leb",0.1,0.1
"329",0,0,0,0.3,"leb",0.1,0.1
"330",0,0,0,0.4,"leb",0.1,0.1
"331",5,0,0.108695652173913,0.1,"sda",0.1,0.1
"332",5,0,0.108695652173913,0.15,"sda",0.1,0.1
"333",12,0.333333333333333,0.173913043478261,0.2,"sda",0.1,0.1
"334",16,0.3125,0.239130434782609,0.25,"sda",0.1,0.1
"335",17,0.352941176470588,0.239130434782609,0.3,"sda",0.1,0.1
"336",23,0.304347826086957,0.347826086956522,0.4,"sda",0.1,0.1
"337",267,0.853932584269663,0.847826086956522,0.1,"mdr",0.1,0.1
"338",204,0.823529411764706,0.782608695652174,0.15,"mdr",0.1,0.1
"339",155,0.787096774193548,0.717391304347826,0.2,"mdr",0.1,0.1
"340",119,0.756302521008403,0.630434782608696,0.25,"mdr",0.1,0.1
"341",91,0.714285714285714,0.565217391304348,0.3,"mdr",0.1,0.1
"342",52,0.653846153846154,0.391304347826087,0.4,"mdr",0.1,0.1
"343",1,0,0.0217391304347826,0.1,"leb",0.1,0.1
"344",1,0,0.0217391304347826,0.15,"leb",0.1,0.1
"345",1,0,0.0217391304347826,0.2,"leb",0.1,0.1
"346",1,0,0.0217391304347826,0.25,"leb",0.1,0.1
"347",1,0,0.0217391304347826,0.3,"leb",0.1,0.1
"348",1,0,0.0217391304347826,0.4,"leb",0.1,0.1
"349",5,0,0.108695652173913,0.1,"sda",0.1,0.1
"350",8,0,0.173913043478261,0.15,"sda",0.1,0.1
"351",12,0.0833333333333333,0.239130434782609,0.2,"sda",0.1,0.1
"352",12,0.0833333333333333,0.239130434782609,0.25,"sda",0.1,0.1
"353",21,0.238095238095238,0.347826086956522,0.3,"sda",0.1,0.1
"354",19,0.210526315789474,0.326086956521739,0.4,"sda",0.1,0.1
"355",31,0.516129032258065,0.326086956521739,0.1,"mdr",0.1,0.1
"356",20,0.45,0.239130434782609,0.15,"mdr",0.1,0.1
"357",13,0.307692307692308,0.195652173913043,0.2,"mdr",0.1,0.1
"358",9,0.333333333333333,0.130434782608696,0.25,"mdr",0.1,0.1
"359",7,0.428571428571429,0.0869565217391304,0.3,"mdr",0.1,0.1
"360",5,0.4,0.0652173913043478,0.4,"mdr",0.1,0.1
"361",1,0,0.0217391304347826,0.1,"leb",0.1,0.1
"362",1,0,0.0217391304347826,0.15,"leb",0.1,0.1
"363",1,0,0.0217391304347826,0.2,"leb",0.1,0.1
"364",1,0,0.0217391304347826,0.25,"leb",0.1,0.1
"365",1,0,0.0217391304347826,0.3,"leb",0.1,0.1
"366",1,0,0.0217391304347826,0.4,"leb",0.1,0.1
"367",4,0,0.0869565217391304,0.1,"sda",0.1,0.1
"368",9,0,0.195652173913043,0.15,"sda",0.1,0.1
"369",12,0.166666666666667,0.217391304347826,0.2,"sda",0.1,0.1
"370",16,0.25,0.260869565217391,0.25,"sda",0.1,0.1
"371",21,0.19047619047619,0.369565217391304,0.3,"sda",0.1,0.1
"372",29,0.344827586206897,0.41304347826087,0.4,"sda",0.1,0.1
"373",283,0.858657243816254,0.869565217391304,0.1,"mdr",0.1,0.1
"374",229,0.838427947598253,0.804347826086957,0.15,"mdr",0.1,0.1
"375",186,0.82258064516129,0.717391304347826,0.2,"mdr",0.1,0.1
"376",151,0.794701986754967,0.673913043478261,0.25,"mdr",0.1,0.1
"377",122,0.762295081967213,0.630434782608696,0.3,"mdr",0.1,0.1
"378",78,0.666666666666667,0.565217391304348,0.4,"mdr",0.1,0.1
"379",0,0,0,0.1,"leb",0.1,0.1
"380",0,0,0,0.15,"leb",0.1,0.1
"381",0,0,0,0.2,"leb",0.1,0.1
"382",0,0,0,0.25,"leb",0.1,0.1
"383",0,0,0,0.3,"leb",0.1,0.1
"384",0,0,0,0.4,"leb",0.1,0.1
"385",1,0,0.0217391304347826,0.1,"sda",0.1,0.1
"386",1,0,0.0217391304347826,0.15,"sda",0.1,0.1
"387",2,0.5,0.0217391304347826,0.2,"sda",0.1,0.1
"388",2,0.5,0.0217391304347826,0.25,"sda",0.1,0.1
"389",2,0.5,0.0217391304347826,0.3,"sda",0.1,0.1
"390",3,0.666666666666667,0.0217391304347826,0.4,"sda",0.1,0.1
"391",327,0.886850152905199,0.804347826086957,0.1,"mdr",0.1,0.1
"392",276,0.869565217391304,0.782608695652174,0.15,"mdr",0.1,0.1
"393",233,0.858369098712446,0.717391304347826,0.2,"mdr",0.1,0.1
"394",193,0.849740932642487,0.630434782608696,0.25,"mdr",0.1,0.1
"395",158,0.854430379746835,0.5,0.3,"mdr",0.1,0.1
"396",102,0.823529411764706,0.391304347826087,0.4,"mdr",0.1,0.1
"397",0,0,0,0.1,"leb",0.1,0.1
"398",0,0,0,0.15,"leb",0.1,0.1
"399",0,0,0,0.2,"leb",0.1,0.1
"400",0,0,0,0.25,"leb",0.1,0.1
"401",0,0,0,0.3,"leb",0.1,0.1
"402",0,0,0,0.4,"leb",0.1,0.1
"403",6,0.333333333333333,0.0869565217391304,0.1,"sda",0.1,0.1
"404",8,0.25,0.130434782608696,0.15,"sda",0.1,0.1
"405",8,0.25,0.130434782608696,0.2,"sda",0.1,0.1
"406",8,0.25,0.130434782608696,0.25,"sda",0.1,0.1
"407",11,0.181818181818182,0.195652173913043,0.3,"sda",0.1,0.1
"408",11,0.181818181818182,0.195652173913043,0.4,"sda",0.1,0.1
"409",289,0.868512110726644,0.826086956521739,0.1,"mdr",0.1,0.1
"410",223,0.838565022421525,0.782608695652174,0.15,"mdr",0.1,0.1
"411",170,0.805882352941176,0.717391304347826,0.2,"mdr",0.1,0.1
"412",129,0.790697674418605,0.58695652173913,0.25,"mdr",0.1,0.1
"413",96,0.75,0.521739130434783,0.3,"mdr",0.1,0.1
"414",55,0.618181818181818,0.456521739130435,0.4,"mdr",0.1,0.1
"415",0,0,0,0.1,"leb",0.1,0.1
"416",0,0,0,0.15,"leb",0.1,0.1
"417",0,0,0,0.2,"leb",0.1,0.1
"418",0,0,0,0.25,"leb",0.1,0.1
"419",0,0,0,0.3,"leb",0.1,0.1
"420",0,0,0,0.4,"leb",0.1,0.1
"421",3,0.333333333333333,0.0434782608695652,0.1,"sda",0.1,0.1
"422",7,0.285714285714286,0.108695652173913,0.15,"sda",0.1,0.1
"423",7,0.428571428571429,0.0869565217391304,0.2,"sda",0.1,0.1
"424",9,0.333333333333333,0.130434782608696,0.25,"sda",0.1,0.1
"425",10,0.3,0.152173913043478,0.3,"sda",0.1,0.1
